



Starting 1
2023-10-11 13:03:24.765972: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory
2023-10-11 13:03:24.766014: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2023-10-11 13:03:24.806317: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2023-10-11 13:03:25.570185: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2023-10-11 13:03:25.570291: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2023-10-11 13:03:25.570305: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
2023-10-11 13:03:33.338220: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcuda.so.1'; dlerror: libcuda.so.1: cannot open shared object file: No such file or directory
2023-10-11 13:03:33.338291: W tensorflow/stream_executor/cuda/cuda_driver.cc:263] failed call to cuInit: UNKNOWN ERROR (303)
2023-10-11 13:03:33.338348: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:156] kernel driver does not appear to be running on this host (templateubuntu20): /proc/driver/nvidia/version does not exist
INFO flwr 2023-10-11 13:03:33,424 | app.py:175 | Starting Flower simulation, config: ServerConfig(num_rounds=100, round_timeout=None)
DEBUG flwr 2023-10-11 13:22:15,124 | server.py:173 | evaluate_round 16: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:22:18,539 | server.py:187 | evaluate_round 16 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:22:18,539 | server.py:222 | fit_round 17: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:23:12,881 | server.py:236 | fit_round 17 received 19 results and 0 failures
INFO flwr 2023-10-11 13:23:23,790 | server.py:125 | fit progress: (17, 0.5938526391983032, {'accuracy': 0.7353730797767639}, 1170.1352254240192)
DEBUG flwr 2023-10-11 13:23:23,790 | server.py:173 | evaluate_round 17: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:23:27,126 | server.py:187 | evaluate_round 17 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:23:27,126 | server.py:222 | fit_round 18: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:24:22,738 | server.py:236 | fit_round 18 received 19 results and 0 failures
INFO flwr 2023-10-11 13:24:33,758 | server.py:125 | fit progress: (18, 0.5957261919975281, {'accuracy': 0.7350690960884094}, 1240.1035503890016)
DEBUG flwr 2023-10-11 13:24:33,758 | server.py:173 | evaluate_round 18: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:24:37,278 | server.py:187 | evaluate_round 18 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:24:37,278 | server.py:222 | fit_round 19: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:25:31,265 | server.py:236 | fit_round 19 received 19 results and 0 failures
INFO flwr 2023-10-11 13:25:42,353 | server.py:125 | fit progress: (19, 0.6004108786582947, {'accuracy': 0.7364702820777893}, 1308.6980758970021)
DEBUG flwr 2023-10-11 13:25:42,353 | server.py:173 | evaluate_round 19: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:25:45,828 | server.py:187 | evaluate_round 19 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:25:45,829 | server.py:222 | fit_round 20: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:26:40,189 | server.py:236 | fit_round 20 received 19 results and 0 failures
INFO flwr 2023-10-11 13:26:51,159 | server.py:125 | fit progress: (20, 0.6042518615722656, {'accuracy': 0.7386127710342407}, 1377.5042965469765)
DEBUG flwr 2023-10-11 13:26:51,159 | server.py:173 | evaluate_round 20: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:26:54,620 | server.py:187 | evaluate_round 20 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:26:54,620 | server.py:222 | fit_round 21: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:27:48,681 | server.py:236 | fit_round 21 received 19 results and 0 failures
INFO flwr 2023-10-11 13:27:59,788 | server.py:125 | fit progress: (21, 0.6061535477638245, {'accuracy': 0.7305393815040588}, 1446.1329415580258)
DEBUG flwr 2023-10-11 13:27:59,788 | server.py:173 | evaluate_round 21: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:28:03,153 | server.py:187 | evaluate_round 21 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:28:03,153 | server.py:222 | fit_round 22: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:28:57,379 | server.py:236 | fit_round 22 received 19 results and 0 failures
INFO flwr 2023-10-11 13:29:08,505 | server.py:125 | fit progress: (22, 0.6080731153488159, {'accuracy': 0.7315328121185303}, 1514.8500810419791)
DEBUG flwr 2023-10-11 13:29:08,505 | server.py:173 | evaluate_round 22: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:29:11,938 | server.py:187 | evaluate_round 22 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:29:11,939 | server.py:222 | fit_round 23: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:30:06,770 | server.py:236 | fit_round 23 received 19 results and 0 failures
INFO flwr 2023-10-11 13:30:17,910 | server.py:125 | fit progress: (23, 0.6119846701622009, {'accuracy': 0.7326596975326538}, 1584.2551314739976)
DEBUG flwr 2023-10-11 13:30:17,910 | server.py:173 | evaluate_round 23: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:30:21,360 | server.py:187 | evaluate_round 23 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:30:21,360 | server.py:222 | fit_round 24: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:31:15,334 | server.py:236 | fit_round 24 received 19 results and 0 failures
INFO flwr 2023-10-11 13:31:26,373 | server.py:125 | fit progress: (24, 0.6148372888565063, {'accuracy': 0.7321555614471436}, 1652.718843388022)
DEBUG flwr 2023-10-11 13:31:26,374 | server.py:173 | evaluate_round 24: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:31:29,802 | server.py:187 | evaluate_round 24 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:31:29,802 | server.py:222 | fit_round 25: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:32:23,930 | server.py:236 | fit_round 25 received 19 results and 0 failures
INFO flwr 2023-10-11 13:32:34,919 | server.py:125 | fit progress: (25, 0.6189061999320984, {'accuracy': 0.7340608239173889}, 1721.2644848959753)
DEBUG flwr 2023-10-11 13:32:34,919 | server.py:173 | evaluate_round 25: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:32:38,332 | server.py:187 | evaluate_round 25 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:32:38,332 | server.py:222 | fit_round 26: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:33:33,570 | server.py:236 | fit_round 26 received 19 results and 0 failures
INFO flwr 2023-10-11 13:33:44,931 | server.py:125 | fit progress: (26, 0.6183700561523438, {'accuracy': 0.733252763748169}, 1791.2759372550063)
DEBUG flwr 2023-10-11 13:33:44,931 | server.py:173 | evaluate_round 26: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:33:48,320 | server.py:187 | evaluate_round 26 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:33:48,320 | server.py:222 | fit_round 27: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:34:43,252 | server.py:236 | fit_round 27 received 19 results and 0 failures
INFO flwr 2023-10-11 13:34:54,232 | server.py:125 | fit progress: (27, 0.6191455125808716, {'accuracy': 0.7348763346672058}, 1860.577785762027)
DEBUG flwr 2023-10-11 13:34:54,233 | server.py:173 | evaluate_round 27: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:34:57,700 | server.py:187 | evaluate_round 27 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:34:57,700 | server.py:222 | fit_round 28: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:35:51,762 | server.py:236 | fit_round 28 received 19 results and 0 failures
INFO flwr 2023-10-11 13:36:02,812 | server.py:125 | fit progress: (28, 0.6233351230621338, {'accuracy': 0.7358178496360779}, 1929.1578478930169)
DEBUG flwr 2023-10-11 13:36:02,813 | server.py:173 | evaluate_round 28: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:36:06,272 | server.py:187 | evaluate_round 28 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:36:06,272 | server.py:222 | fit_round 29: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:37:00,466 | server.py:236 | fit_round 29 received 19 results and 0 failures
INFO flwr 2023-10-11 13:37:11,576 | server.py:125 | fit progress: (29, 0.6241364479064941, {'accuracy': 0.7364183664321899}, 1997.9212737730122)
DEBUG flwr 2023-10-11 13:37:11,576 | server.py:173 | evaluate_round 29: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:37:15,151 | server.py:187 | evaluate_round 29 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:37:15,151 | server.py:222 | fit_round 30: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:38:09,504 | server.py:236 | fit_round 30 received 19 results and 0 failures
INFO flwr 2023-10-11 13:38:20,494 | server.py:125 | fit progress: (30, 0.6254054307937622, {'accuracy': 0.740644097328186}, 2066.8398109609843)
DEBUG flwr 2023-10-11 13:38:20,495 | server.py:173 | evaluate_round 30: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:38:23,903 | server.py:187 | evaluate_round 30 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:38:23,903 | server.py:222 | fit_round 31: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:39:18,501 | server.py:236 | fit_round 31 received 19 results and 0 failures
INFO flwr 2023-10-11 13:39:29,567 | server.py:125 | fit progress: (31, 0.6313545107841492, {'accuracy': 0.7399694323539734}, 2135.912266545987)
DEBUG flwr 2023-10-11 13:39:29,567 | server.py:173 | evaluate_round 31: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:39:33,070 | server.py:187 | evaluate_round 31 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:39:33,070 | server.py:222 | fit_round 32: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:40:27,755 | server.py:236 | fit_round 32 received 19 results and 0 failures
INFO flwr 2023-10-11 13:40:38,896 | server.py:125 | fit progress: (32, 0.6281194686889648, {'accuracy': 0.7425271272659302}, 2205.241374810983)
DEBUG flwr 2023-10-11 13:40:38,896 | server.py:173 | evaluate_round 32: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:40:42,418 | server.py:187 | evaluate_round 32 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:40:42,418 | server.py:222 | fit_round 33: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:41:36,599 | server.py:236 | fit_round 33 received 19 results and 0 failures
INFO flwr 2023-10-11 13:41:52,426 | server.py:125 | fit progress: (33, 0.6265997886657715, {'accuracy': 0.7473088502883911}, 2278.770995119994)
DEBUG flwr 2023-10-11 13:41:52,426 | server.py:173 | evaluate_round 33: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:41:55,747 | server.py:187 | evaluate_round 33 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:41:55,748 | server.py:222 | fit_round 34: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:42:50,232 | server.py:236 | fit_round 34 received 19 results and 0 failures
INFO flwr 2023-10-11 13:43:01,290 | server.py:125 | fit progress: (34, 0.6292675733566284, {'accuracy': 0.7430608868598938}, 2347.635360502987)
DEBUG flwr 2023-10-11 13:43:01,290 | server.py:173 | evaluate_round 34: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:43:04,703 | server.py:187 | evaluate_round 34 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:43:04,703 | server.py:222 | fit_round 35: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:44:00,022 | server.py:236 | fit_round 35 received 19 results and 0 failures
INFO flwr 2023-10-11 13:44:11,072 | server.py:125 | fit progress: (35, 0.6253881454467773, {'accuracy': 0.739924967288971}, 2417.4177655680105)
DEBUG flwr 2023-10-11 13:44:11,073 | server.py:173 | evaluate_round 35: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:44:14,706 | server.py:187 | evaluate_round 35 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:44:14,706 | server.py:222 | fit_round 36: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:45:09,505 | server.py:236 | fit_round 36 received 19 results and 0 failures
INFO flwr 2023-10-11 13:45:20,533 | server.py:125 | fit progress: (36, 0.6227659583091736, {'accuracy': 0.7429274916648865}, 2486.878541594022)
DEBUG flwr 2023-10-11 13:45:20,533 | server.py:173 | evaluate_round 36: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:45:23,994 | server.py:187 | evaluate_round 36 received 0 results and 19 failures
DEBUG flwr 2023-10-11 13:45:23,994 | server.py:222 | fit_round 37: strategy sampled 19 clients (out of 19)
DEBUG flwr 2023-10-11 13:46:18,706 | server.py:236 | fit_round 37 received 19 results and 0 failures
INFO flwr 2023-10-11 13:46:29,834 | server.py:125 | fit progress: (37, 0.6249105930328369, {'accuracy': 0.7428829669952393}, 2556.179473990982)
