myFlowerExperiment | INFO flwr 2023-10-11 16:56:08,546 | app.py:175 | Starting Flower simulation, config: ServerConfig(num_rounds=100, round_timeout=None)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:05:06,140 | server.py:173 | evaluate_round 8: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:05:07,049 | server.py:187 | evaluate_round 8 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:05:07,049 | server.py:222 | fit_round 9: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:06:00,268 | server.py:236 | fit_round 9 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:06:11,406 | server.py:125 | fit progress: (9, 0.5619336366653442, {'accuracy': 0.7451589703559875}, 582.8186551349936)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:06:11,406 | server.py:173 | evaluate_round 9: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:06:12,379 | server.py:187 | evaluate_round 9 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:06:12,379 | server.py:222 | fit_round 10: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:07:05,681 | server.py:236 | fit_round 10 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:07:16,616 | server.py:125 | fit progress: (10, 0.5688736438751221, {'accuracy': 0.7459299564361572}, 648.0286290550139)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:07:16,616 | server.py:173 | evaluate_round 10: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:07:17,510 | server.py:187 | evaluate_round 10 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:07:17,511 | server.py:222 | fit_round 11: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:08:10,148 | server.py:236 | fit_round 11 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:08:21,136 | server.py:125 | fit progress: (11, 0.5680503845214844, {'accuracy': 0.7446029186248779}, 712.5486265050131)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:08:21,136 | server.py:173 | evaluate_round 11: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:08:22,071 | server.py:187 | evaluate_round 11 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:08:22,072 | server.py:222 | fit_round 12: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:09:15,073 | server.py:236 | fit_round 12 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:09:26,125 | server.py:125 | fit progress: (12, 0.567325234413147, {'accuracy': 0.7433648705482483}, 777.5376547139604)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:09:26,125 | server.py:173 | evaluate_round 12: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:09:27,054 | server.py:187 | evaluate_round 12 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:09:27,055 | server.py:222 | fit_round 13: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:10:19,840 | server.py:236 | fit_round 13 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:10:31,655 | server.py:125 | fit progress: (13, 0.5700486898422241, {'accuracy': 0.7448772192001343}, 843.0679185480112)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:10:31,655 | server.py:173 | evaluate_round 13: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:10:32,595 | server.py:187 | evaluate_round 13 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:10:32,595 | server.py:222 | fit_round 14: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:11:24,451 | server.py:236 | fit_round 14 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:11:35,378 | server.py:125 | fit progress: (14, 0.5773266553878784, {'accuracy': 0.7454035878181458}, 906.7907912019873)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:11:35,378 | server.py:173 | evaluate_round 14: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:11:36,397 | server.py:187 | evaluate_round 14 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:11:36,397 | server.py:222 | fit_round 15: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:12:29,856 | server.py:236 | fit_round 15 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:12:40,813 | server.py:125 | fit progress: (15, 0.5750185251235962, {'accuracy': 0.7409257888793945}, 972.225785320974)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:12:40,813 | server.py:173 | evaluate_round 15: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:12:41,789 | server.py:187 | evaluate_round 15 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:12:41,789 | server.py:222 | fit_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:13:34,665 | server.py:236 | fit_round 16 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:13:45,516 | server.py:125 | fit progress: (16, 0.5747621655464172, {'accuracy': 0.74074786901474}, 1036.9293081579963)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:13:45,517 | server.py:173 | evaluate_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:13:46,469 | server.py:187 | evaluate_round 16 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:13:46,470 | server.py:222 | fit_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:14:38,975 | server.py:236 | fit_round 17 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:14:49,903 | server.py:125 | fit progress: (17, 0.5800216197967529, {'accuracy': 0.740288257598877}, 1101.3154210599605)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:14:49,903 | server.py:173 | evaluate_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:14:50,832 | server.py:187 | evaluate_round 17 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:14:50,832 | server.py:222 | fit_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:15:44,190 | server.py:236 | fit_round 18 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:15:55,104 | server.py:125 | fit progress: (18, 0.5781658291816711, {'accuracy': 0.7307618260383606}, 1166.516390136967)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:15:55,104 | server.py:173 | evaluate_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:15:56,036 | server.py:187 | evaluate_round 18 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:15:56,036 | server.py:222 | fit_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:16:49,035 | server.py:236 | fit_round 19 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:17:00,892 | server.py:125 | fit progress: (19, 0.5810741186141968, {'accuracy': 0.7368409633636475}, 1232.3047954029753)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:17:00,892 | server.py:173 | evaluate_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:17:01,809 | server.py:187 | evaluate_round 19 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:17:01,809 | server.py:222 | fit_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:17:54,941 | server.py:236 | fit_round 20 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:18:05,820 | server.py:125 | fit progress: (20, 0.5827423930168152, {'accuracy': 0.747657299041748}, 1297.2327158919652)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:18:05,820 | server.py:173 | evaluate_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:18:06,760 | server.py:187 | evaluate_round 20 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:18:06,761 | server.py:222 | fit_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:18:59,410 | server.py:236 | fit_round 21 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:19:10,337 | server.py:125 | fit progress: (21, 0.5810227990150452, {'accuracy': 0.7438690066337585}, 1361.7498178720125)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:19:10,337 | server.py:173 | evaluate_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:19:11,260 | server.py:187 | evaluate_round 21 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:19:11,260 | server.py:222 | fit_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:20:04,137 | server.py:236 | fit_round 22 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:20:15,130 | server.py:125 | fit progress: (22, 0.5847947001457214, {'accuracy': 0.742964506149292}, 1426.542571967002)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:20:15,130 | server.py:173 | evaluate_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:20:16,073 | server.py:187 | evaluate_round 22 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:20:16,073 | server.py:222 | fit_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:21:08,714 | server.py:236 | fit_round 23 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:21:19,647 | server.py:125 | fit progress: (23, 0.5856837630271912, {'accuracy': 0.7440691590309143}, 1491.059687003959)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:21:19,647 | server.py:173 | evaluate_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:21:20,613 | server.py:187 | evaluate_round 23 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:21:20,613 | server.py:222 | fit_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:22:13,584 | server.py:236 | fit_round 24 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:22:24,659 | server.py:125 | fit progress: (24, 0.5862991809844971, {'accuracy': 0.7456037402153015}, 1556.0717541949707)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:22:24,659 | server.py:173 | evaluate_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:22:25,591 | server.py:187 | evaluate_round 24 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:22:25,591 | server.py:222 | fit_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:23:18,803 | server.py:236 | fit_round 25 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:23:29,791 | server.py:125 | fit progress: (25, 0.5881291031837463, {'accuracy': 0.7437800168991089}, 1621.203917826002)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:23:29,791 | server.py:173 | evaluate_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:23:30,752 | server.py:187 | evaluate_round 25 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:23:30,753 | server.py:222 | fit_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:24:23,833 | server.py:236 | fit_round 26 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:24:34,787 | server.py:125 | fit progress: (26, 0.5925479531288147, {'accuracy': 0.7473607659339905}, 1686.2002504880074)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:24:34,788 | server.py:173 | evaluate_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:24:35,687 | server.py:187 | evaluate_round 26 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:24:35,687 | server.py:222 | fit_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:25:28,863 | server.py:236 | fit_round 27 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:25:44,692 | server.py:125 | fit progress: (27, 0.5900112390518188, {'accuracy': 0.747538685798645}, 1756.1051047520014)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:25:44,693 | server.py:173 | evaluate_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:25:45,645 | server.py:187 | evaluate_round 27 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:25:45,645 | server.py:222 | fit_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:26:38,691 | server.py:236 | fit_round 28 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:26:49,531 | server.py:125 | fit progress: (28, 0.591640055179596, {'accuracy': 0.7458187341690063}, 1820.9438051239704)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:26:49,531 | server.py:173 | evaluate_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:26:50,484 | server.py:187 | evaluate_round 28 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:26:50,484 | server.py:222 | fit_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:27:42,439 | server.py:236 | fit_round 29 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:27:53,437 | server.py:125 | fit progress: (29, 0.592703104019165, {'accuracy': 0.745685338973999}, 1884.849771372974)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:27:53,437 | server.py:173 | evaluate_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:27:54,368 | server.py:187 | evaluate_round 29 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:27:54,368 | server.py:222 | fit_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:28:46,992 | server.py:236 | fit_round 30 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:28:58,001 | server.py:125 | fit progress: (30, 0.5890714526176453, {'accuracy': 0.7480650544166565}, 1949.4136018229765)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:28:58,001 | server.py:173 | evaluate_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:28:58,994 | server.py:187 | evaluate_round 30 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:28:58,995 | server.py:222 | fit_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:29:52,450 | server.py:236 | fit_round 31 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:30:03,402 | server.py:125 | fit progress: (31, 0.591170072555542, {'accuracy': 0.7466490864753723}, 2014.8144250249607)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:30:03,402 | server.py:173 | evaluate_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:30:04,347 | server.py:187 | evaluate_round 31 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:30:04,347 | server.py:222 | fit_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:30:57,189 | server.py:236 | fit_round 32 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:31:08,170 | server.py:125 | fit progress: (32, 0.5928416848182678, {'accuracy': 0.7441877722740173}, 2079.5825143489637)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:31:08,170 | server.py:173 | evaluate_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:31:09,078 | server.py:187 | evaluate_round 32 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:31:09,079 | server.py:222 | fit_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:32:02,264 | server.py:236 | fit_round 33 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:32:13,157 | server.py:125 | fit progress: (33, 0.5866970419883728, {'accuracy': 0.7451812028884888}, 2144.569364711002)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:32:13,157 | server.py:173 | evaluate_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:32:14,068 | server.py:187 | evaluate_round 33 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:32:14,069 | server.py:222 | fit_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:33:06,981 | server.py:236 | fit_round 34 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:33:17,931 | server.py:125 | fit progress: (34, 0.5958607792854309, {'accuracy': 0.7461597919464111}, 2209.3443054559757)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:33:17,932 | server.py:173 | evaluate_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:33:18,872 | server.py:187 | evaluate_round 34 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:33:18,872 | server.py:222 | fit_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:34:12,030 | server.py:236 | fit_round 35 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:34:23,087 | server.py:125 | fit progress: (35, 0.5965740084648132, {'accuracy': 0.7468640804290771}, 2274.499830243003)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:34:23,087 | server.py:173 | evaluate_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:34:24,081 | server.py:187 | evaluate_round 35 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:34:24,081 | server.py:222 | fit_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:35:16,883 | server.py:236 | fit_round 36 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:35:27,831 | server.py:125 | fit progress: (36, 0.5969585180282593, {'accuracy': 0.7462561726570129}, 2339.2441629819805)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:35:27,832 | server.py:173 | evaluate_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:35:28,780 | server.py:187 | evaluate_round 36 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:35:28,780 | server.py:222 | fit_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:36:22,967 | server.py:236 | fit_round 37 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:36:33,876 | server.py:125 | fit progress: (37, 0.5935441255569458, {'accuracy': 0.7457075715065002}, 2405.289087851008)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:36:33,877 | server.py:173 | evaluate_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:36:34,814 | server.py:187 | evaluate_round 37 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2023-10-11 17:36:34,814 | server.py:222 | fit_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:37:27,945 | server.py:236 | fit_round 38 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-11 17:37:39,106 | server.py:125 | fit progress: (38, 0.5913565754890442, {'accuracy': 0.7479835152626038}, 2470.518461453961)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:37:39,106 | server.py:173 | evaluate_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2023-10-11 17:37:40,017 | server.py:187 | evaluate_round 38 received 0 results and 19 failures
